stt,title,road,parking,square,price,dis_q,dis,date
7327,"Bán đất 95m quận thanh xuân, sổ đỏ chính chủ tiện xây chung cư.","2,7m",0,95.0,"8,2 tỷ",Quận Thanh Xuân,"Phố Chính Kinh, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",05/05/2023
7328,"Bán đất Xuân Đỉnh gần phạm văn đồng, lô góc xe 7 chỗ ra vào.",5m,0,33.0,110 triệu / m2,Quận Bắc Từ Liêm,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7329,Bán đất thổ cư Xuân Đỉnh tiện vừa ở vừa kinh doanh.,7m,0,72.0,109 triệu / m2,Quận Bắc Từ Liêm,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7330,Bán đất Xuân La- sổ đỏ 100m tiện xây chung cư.,3m,0,100.0,"11,8 tỷ",Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7331,Bán đất ngõ 205 Xuân Đỉnh 53m2 ô tô tránh nhau.,6m,0,53.0,"6,1 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7332,Bán đất phân lô s361 Tân Xuân sổ đỏ 48m2.,3m,0,48.0,"3,92 tỷ",Quận Bắc Từ Liêm,"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7333,Bán đất thổ cư phường Xuân Đỉnh đường ô tô vào đất.,"3,3m",0,56.0,"4,1 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7334,Cần tiền chuyển nhượng mảnh đất 57m2 thôn trung- Xuân Đỉnh.,3m,0,57.0,"3,9 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7335,Cần bán đất thổ cư phường Nguyễn Trãi 79m2 có 2 mặt ngõ.,"2,7m",0,79.0,99 triệu / m2,Quận Đống Đa,"Phố Nguyễn Trãi, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",05/05/2023
7336,"Bán đất ở khu tái định cư Xuân Sơn, xã Xuân Sơn, TX Sơn tây, Hà Nội.",36m,0,300.0,"8,9 tỷ",Thị xã Sơn Tây,"Tỉnh lộ 416, Phường Xuân Sơn, Thị xã Sơn Tây, Hà Nội",05/05/2023
7337,Chính chủ cần bán nhà phân lô phố Trần Quang Diệu dt 45m x 4.5 tầng giá 11 tỷ,4m,0,45.0,11 tỷ,Quận Đống Đa,"Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",05/05/2023
7338,"BÁN ĐẤT SIÊU ĐẸP TẶNG NHÀ CẤP 4 - KHU DỊCH VỤ TÂY NAM LINH ĐÀM GIÁ 8,15TỶ",7m,0,60.0,"8,15 tỷ",Quận Hoàng Mai,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7339,"BÁN ĐẤT SIÊU ĐẸP TẶNG NHÀ CẤP 4 - KHU DỊCH VỤ TÂY NAM LINH ĐÀM GIÁ 8,15 TỶ",7m,0,60.0,"8,15 tỷ",Quận Hoàng Mai,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7340,Bán Gấp 242m Đất MT20m LÔ GÓC Quận T/Hồ 70 Tỷ Lạc Long Quân.,10m,0,242.0,70 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",05/05/2023
7341,Bán Đất - Cầu Giấy - 150M2 – MT 8.16 - 35Tỷ,10m,0,150.0,35 tỷ,Quận Cầu Giấy,"Đường Dịch Vọng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",05/05/2023
7342,Bán Mảnh đất mặt phố rẻ đẹp - chỉ 90tr/m2 - trung tâm Long biên. 255m2 mt 10m.,30m,1,255.0,23 tỷ,Quận Long Biên,"Đường Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",05/05/2023
7343,Bán Mảnh đất vàng ngõ 198 Xã Đàn - 81m2 hình chữ nhật mt 5m - Xây CCMN tuyệt vời.,3m,1,81.0,"6,666 tỷ",Quận Đống Đa,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",05/05/2023
7344,Hơn 150tr/m2  Cho mảnh đất mặt phố Đình THôn 100m2. nở hậu cực đẹp,6m,1,100.0,16 tỷ,Quận Nam Từ Liêm,"Đường Đình Thôn, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7345,Tôi bán hơn 200m2 đất mặt phố Phạm Văn Đồng. xây Building  kinh daonh đa dạng.,30m,1,203.0,35 tỷ,Quận Bắc Từ Liêm,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7346,"HIẾM HOI  MẢNH ĐẤT MẶT PHỐ TRƯỜNG CHINH, MT 5.5M GIÁ CỰC RẺ.",30m,1,55.0,"15,8 tỷ",Quận Đống Đa,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",05/05/2023
7347,"Bán 135m2 đất, mặt tiền hơn 6m, 30m ra phố chỉ 100tr/m2 còn thương lượng. Xây CCmn",3m,1,135.0,"1,35 tỷ",Quận Nam Từ Liêm,"Đường Lê Văn Lương, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7348,90tr/m2 CHO MẢNH ĐẤT 255M2 MT10M MẶT PHỐ HOT LONG BIÊN - KD ĐA DẠNG.,30m,1,255.0,23 tỷ,Quận Long Biên,"Đường Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",05/05/2023
7349,CHÍNH CHỦ BÁN MẢNH ĐẤT MẶT TỈNH LỘ 87  200M2 BA VÌ - CÁCH TRUNG TÂM 50KM. 3 TỶ.,30m,1,200.0,3 tỷ,Huyện Ba Vì,"Tỉnh Lộ 87A, Xã Châu Sơn, Huyện Ba Vì, Hà Nội",05/05/2023
7350,Chủ Cần tiền nên bán gấp mảnh đất VÀNG phố Nguyễn Ngọc Vũ 80m2 kd Sầm Uất,8m,1,80.0,16 tỷ,Quận Cầu Giấy,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",05/05/2023
7351,CỰC HIẾM - BÁN MẢNH ĐẤT VÀNG QUÁN SỨ - 136M2 MT 4.5M ĐÃ CÓ GIẤY PHÉP XD 8 TẦNG 1 HẦM.,20m,1,136.0,96 tỷ,Quận Hoàn Kiếm,"Phố Quán Sứ, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",05/05/2023
7352,Bán mảnh đất 175m2 mặt đường tỉnh lộ 87 mặt tiền 8.5m. Đầu tư giữ tiền xây nhà. 100% thổ c,50m,0,175.0,3 tỷ,Huyện Ba Vì,"Tỉnh Lộ 87A, Xã Ba Vì, Huyện Ba Vì, Hà Nội",05/05/2023
7353,MẢNH ĐÂT VÀNG MINH KHAI 60M2 CHỈ 3.9 TỶ - XÂY CHUNG CƯ MINI DÒNG TIỀN CỰC TỐT.,3m,1,60.0,"3,9 tỷ",Quận Hoàng Mai,"Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",05/05/2023
7354,"BÁN MẢNH ĐẤT TÔN ĐỨC THẮNG 70M2 GIÁ 5.5 TỶ, CÁCH MẶT PHỐ CHỪNG 50M.",3m,1,70.0,"5,5 tỷ",Quận Đống Đa,"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",05/05/2023
7355,BÁN MẢNH ĐẤT PHỐ ĐẠI LA - 78M2 MẶT TIỀN 24M - LÀM NHÀ HÀNG SIÊU VIP - 31 TỶ,30m,0,78.0,31 tỷ,Quận Hai Bà Trưng,"Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7356,Đất Văn Hội- giá đầu tư- Xây Chung cư Mini full phòng-100m2,3m,0,100.0,6 tỷ,Quận Bắc Từ Liêm,"Đường Văn Hội, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7357,Bán Đất Phúc diễn giá rẻ giật mình-50m2- mặt tiền 4m6.,2m,0,50.0,"2,15 tỷ",Quận Bắc Từ Liêm,"Đường Văn Trì 2, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7358,"bán đất tặng nhà cấp 4 HOÀNG VĂN THÁI 54M2 MẶT TIỀN 4,5M Ô TÔ TRÁNH NGÕ TO THOÁNG SÁNG",4m,0,54.0,"1,85 tỷ",Quận Thanh Xuân,"Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",05/05/2023
7359,bán đất tặng nhà 2 tầng ĐỊNH CÔNG THƯỢNG 80M2  Ô TÔ ĐỖ CỔNG ĐƯỜNG THÔNG HÈ THOÁNG CHỈ TỶ75,3m,0,80.0,"5,75 tỷ",Quận Hoàng Mai,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",05/05/2023
7360,"Lô góc 100m2 Tái định cư cổng sau ĐH FPT,đối diện đại học quốc gia, vải hè 6m,xây trọ luôn",15m,0,100.0,"1,7 tỷ",Huyện Thạch Thất,"Đường Quốc lộ 21, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",05/05/2023
7361,"Lô góc 100m2 Tái định cư cổng sau ĐH FPT,đối diện đại học quốc gia, vải hè 6m,xây trọ luôn",15m,0,100.0,"1,7 tỷ",Huyện Thạch Thất,"Đường Quốc lộ 21, Xã Tân Xã, Huyện Thạch Thất, Hà Nội",05/05/2023
7362,"Bán Đất Mặt Ngõ 43 Đường Cổ Nhuế, Ngõ Ôtô Thông TP Giao Lưu, 80m2, MT5m, Giá 13.5 tỷ",6m,0,80.0,"13,5 tỷ",Quận Bắc Từ Liêm,"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7363,"Bán Đất Phố Phú Diễn, Bắc Từ Liêm_Phân lô Vỉa hè 6m, KD: 182m2, MT11m, Giá 2x tỷ",15m,0,182.0,25 tỷ,Quận Bắc Từ Liêm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7364,"Bán Gấp 150m2 Đất Mặt Phố Thụy Phương, Bắc Từ Liêm_Sổ đẹp, Mặt tiền 6m_KD, Giá hơn 20 tỷ",15m,1,150.0,"22,6 tỷ",Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7365,"Bán Đất Mặt Ngõ Ô tô, Kinh doanh Phố Tứ Liên, Tây Hồ, 115m2, MT7.2m, Giá TL 12 tỷ",8m,1,115.0,12 tỷ,Quận Tây Hồ,"Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",05/05/2023
7366,"Hiếm có Đống Đa_Bán Đất Mặt Phố Tây Sơn, 568m2, Mặt tiền 15m, Giá thỏa thuận 1XX tỷ",25m,1,568.0,185 tỷ,Quận Đống Đa,"Phố Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",05/05/2023
7367,"Bán Đất Lô Góc_Mặt Ngõ Ôtô, Kinh Doanh Xuân La, Tây Hồ 43m2, Giá Nhỉnh 7 tỷ",7m,1,43.0,"7,5 tỷ",Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7368,"Bán Gấp 110m2 Đất Phố Trần Hưng Đạo, Hoàn Kiếm. Ô tô, Kinh Doanh MT6m, Giá Nhỉnh 28 tỷ",7m,1,108.0,"28,8 tỷ",Quận Hoàn Kiếm,"Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",05/05/2023
7369,"BÁN GẤP 140M2 ĐẤT CỔ NHUẾ_BẮC TỪ LIÊM: MẶT PHỐ_LÔ GÓC 03 THOÁNG, MT9.6M KD, GIÁ 17.5 TỶ",10m,1,140.0,"17,5 tỷ",Quận Bắc Từ Liêm,"Đường Cầu Noi, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7370,"TRUNG TÂM CẦU GIẤY: ĐẤT PHÂN LÔ 85M2, MT 8.2M, PHỐ TRƯƠNG CÔNG GIAI, GIÁ NHỈNH 10 TỶ",4m,0,85.0,"10,9 tỷ",Quận Cầu Giấy,"Đường Trương Công Giai, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",05/05/2023
7371,"Bán Đất Phân Lô Đường Hoàng Tăng Bí, Bắc Từ Liêm: Lô Góc 60m2, MT6m. Giá Nhỉnh 5 tỷ",8m,1,60.0,"5,3 tỷ",Quận Bắc Từ Liêm,"Đường Hoàng Tăng Bí, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7372,"ĐẤT VÀNG_LÔ GÓC, Ô TÔ, KINH DOANH PHỐ TÔ NGỌC VÂN, TÂY HỒ, 210m2, MT12M, GIÁ NHỈNH 38 TỶ",7m,1,210.0,"38,9 tỷ",Quận Tây Hồ,"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7373,"Bán Gấp 175m2 Đất Vàng_Lô Góc_Mặt tiền 11m_Kinh Doanh đường Lạc Long Quân, Giá 3X Tỷ",7m,1,175.0,"32,8 tỷ",Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7374,"Bán Đất Phố Từ Hoa, Tây Hồ 300m2_Xây Biệt thự, Apartment KD Đỉnh, Giá Thỏa Thuận",8m,1,300.0,109 tỷ,Quận Tây Hồ,"Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7375,"Bán Đất Phố Phúc Diễn, Bắc Từ Liêm: Ngõ Ô tô tránh, 124m2, MT5,5m, Giá 10 tỷ",9m,1,124.0,10 tỷ,Quận Bắc Từ Liêm,"Đường Phúc Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7376,"CẦN BÁN ĐẤT Phố Trần Quốc Hoàn, Cầu Giấy: Phân Lô 02 Mặt Ngõ Ô tô, Kinh Doanh, Giá 7 tỷ",7m,1,37.0,7 tỷ,Quận Cầu Giấy,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",05/05/2023
7377,"Bán Đất Phố Dương Khuê, Cầu Giấy, Lô Góc 140m2, MT21m, Vỉa hè, Ô tô, KD, Giá 33.6 tỷ",18m,1,140.0,"33,6 tỷ",Quận Cầu Giấy,"Đường Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",05/05/2023
7378,"Bán Đất Phố Phúc Diễn, Bắc Từ Liêm: Ngõ Ôtô Kinh doanh, 124m2, MT5,5m, Giá Nhỉnh 9 tỷ",10m,1,124.0,"9,9 tỷ",Quận Nam Từ Liêm,"Đường Phúc Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7379,"Cắt lỗ cực sâu, bán lô đất 130m2 mặt phố Cổ Linh, P.Thạch Bàn giá công khai 150tr/m2.",40m,0,130.0,"19,395 tỷ",Quận Long Biên,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7380,"THUỴ PHƯƠNG 90M2, MẶT TIỀN 7M, CỰC HIẾM, BA Ô TÔ TRÁNH, PHÂN LÔ SÁT HỒ ĐIỀU HOÀ.",8m,1,90.0,"7,3 tỷ",Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7381,"MẶT PHỐ PHÚ THƯỢNG 168M2, MẶT TIỀN 11M, VỊ TRÍ TRUNG TÂM SẦM UẤT, VUÔNG ĐẸP, VỈA HÈ RỘNG.",18m,0,168.0,32 tỷ,Quận Tây Hồ,"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",05/05/2023
7382,"MẶT PHỐ ĐÔNG NGẠC BẮC TỪ LIÊM, 232M2, MẶT TIỀN 9M, Ô TÔ TRÁNH, VIEW THOÁNG, GIÁ ĐẦU TƯ.",15m,0,232.0,"17,4 tỷ",Quận Bắc Từ Liêm,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7383,"BÁN 60M2 ĐẤT THÔN KHÁNH VÂN XÃ KHÁNH HÀ, ĐƯỜNG TRƯỚC NHÀ Ô TÔ ĐỖ, GẦN ĐƯỜNG VÀNH ĐAI 4.",8m,0,60.0,"2,05 tỷ",Huyện Thường Tín,"Xã Khánh Hà, Huyện Thường Tín, Hà Nội",05/05/2023
7384,"ÂU CƠ TÂY HỒ, 825M2, MẶT TIỀN 25M, Ô TÔ RA VÀO, ĐẤT THỔ LÂU ĐỜI, PHONG THUỶ THỊNH VƯỢNG.",12m,1,825.0,118 tỷ,Quận Tây Hồ,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",05/05/2023
7385,"MẶT PHỐ VĂN HỘI, 210M2, MẶT TIỀN 12M, Ô TÔ TRÁNH, RẤT PHÙ HỢP XÂY TOÀ CĂN HỘ DỊCH VỤ.",10m,1,210.0,"19,2 tỷ",Quận Bắc Từ Liêm,"Đường Văn Hội, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7386,"MẶT PHỐ PHÚ XÁ TÂY HỒ 60M2, MẶT TIỀN 4.5M, VỈA HÈ RỘNG, Ô TÔ 2 CHIỀU, KINH DOANH TỐT.",15m,1,60.0,"10,3 tỷ",Quận Tây Hồ,"Đường Phú Xá, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",05/05/2023
7387,"LẠC LONG QUÂN 300M2, MẶT TIỀN 13M, Ô TÔ TRÁNH VÒNG QUANH, PHÙ HỢP TÒA VĂN PHÒNG.",8m,1,300.0,"43,9 tỷ",Quận Cầu Giấy,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",05/05/2023
7388,"💥 Mặt phố VIP Trường Chinh, Đống Đa, 680m2 3T MT 10m, Giá cực rẻ Chỉ 210 Tỷ 💥",30m,0,680.0,210 tỷ,Quận Đống Đa,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",05/05/2023
7389,"💥 Bán Nhà Mặt phố Tam Trinh, Hoàng Mai, Thông số VIP 605M2 C4 MT 19M, Chỉ 128 Tỷ 💥",30m,1,605.0,128 tỷ,Quận Hoàng Mai,"Đường Nguyễn Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",05/05/2023
7390,"Bán đất đường Kim Giang oto vào đất, hàng xóm với KDT Linh Đàm",4m,0,38.0,"3,5 tỷ",Huyện Thanh Trì,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",05/05/2023
7391,"bán gấp đất Nam Từ Liêm, Cạnh Cao Đẳng FPT, Xây CCMINI, GIÁ 5.23 TỶ","2,5m",0,100.0,"5,23 tỷ",Quận Nam Từ Liêm,"Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7392,Bán đất đường Kim Giang sát ngay Cầu Dậu,4m,0,32.0,"3,25 tỷ",Huyện Thanh Trì,"Đường Cầu Dậu, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",05/05/2023
7393,"BÁN ĐẤT XUÂN ĐỈNH 63M KD,VP Ô TÔ VÀO ĐẤT HƠN 5 tỷ",6m,0,63.0,"5,9 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7394,"CHÍNH CHỦ BÁN LÔ ĐẤT THẠCH BÀN,LONG BIÊN, HÀ NỘI, DT: 40M, MT: 4,3M, GIÁ:2,75TỶ",3m,1,40.0,"2,75 tỷ",Quận Long Biên,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7395,BÁN ĐẤT VÕ CHÍ CÔNG Ô TÔ TRÁNH KHU VIP TÂY HỒ,10m,0,79.0,13 tỷ,Quận Tây Hồ,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7396,Bán đất MẶT PHỐ Võ Chí Công 45m giá 16.5tỷ,60m,0,45.0,"16,5 tỷ",Quận Cầu Giấy,"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",05/05/2023
7397,"Bán đất MP Hoàng Tôn,Võ Chí Công,Phạm Văn Đồng,Lạc Long Quân. DT135M2x4 chỉ 13,7 tỉ.",25m,1,135.0,"13,7 tỷ",Quận Tây Hồ,"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7398,Bán Đất Đội Cấn Ba Đình 175M2 x MT8 = 21.5 Tỷ Ô Tô Tránh Kinh Doanh,8m,0,175.0,"21,5 tỷ",Quận Ba Đình,"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",05/05/2023
7399,"Bán Đất Ngô Thỳ Sỹ, Hà Đông Diện Tích 95m2 Mặt Tiền 5.5m Ngõ Xe Tải Giá 10.15 tỷ",6m,1,95.0,"10,15 tỷ",Quận Hà Đông,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",05/05/2023
7400,"Bán đất khu TĐC Giang Biên, vỉa hè rộng, ô tô, kinh doanh, tương lai view Công viên.",10m,0,40.0,6 tỷ,Quận Long Biên,"Đường Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7401,Bán Đất Thông Ô TÔ Sắp Mai Võng La 65m 2.7 Tỷ,6m,0,65.0,"2,7 tỷ",Huyện Đông Anh,"Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7402,Siêu Phẩm Lô Góc Ô TÔ Lệ Pháp Tiên Dương 45m 2.38 Tỷ,5m,0,45.0,"2,38 tỷ",Huyện Đông Anh,"Xã Tiên Dương, Huyện Đông Anh, Hà Nội",05/05/2023
7403,Cực Hiếm Đất Ô TÔ Ngọc Chi Vĩnh Ngọc 35m 1.8 Tỷ.,4m,0,35.0,"1,8 tỷ",Huyện Đông Anh,"Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",05/05/2023
7404,"Bán đất Võng La, 3 Ô TÔ tảu tránh, 155m 4.7 tỷ Đông Anh",8m,0,155.0,"4,7 tỷ",Huyện Đông Anh,"Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7405,Bán Đất Đại Độ Võng La 67m 2.6 Tỷ Đông Anh,5m,0,67.0,"2,6 tỷ",Huyện Đông Anh,"Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7406,"Bán đất Kim Chung, Đông Anh ngõ Thông, Ô TÔ 73m 2.95 tỷ",5m,0,73.0,"2,95 tỷ",Huyện Đông Anh,"Đường Đa Lộc, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7407,"Bán đất Nam Hồng, Đông Anh Ô TÔ 100m 4.05 tỷ",5m,0,100.0,"4,05 tỷ",Huyện Đông Anh,"Đường Thụy Hà, Xã Nam Hồng, Huyện Đông Anh, Hà Nội",05/05/2023
7408,Bán Đất KD Đại Đồng Đại Mạch Lô Góc Ô TÔ tránh 65m 3.1 Tỷ Đông Anh,6m,0,65.0,"3,1 tỷ",Huyện Đông Anh,"Xã Đại Mạch, Huyện Đông Anh, Hà Nội",05/05/2023
7409,Bán Đất lMai Châu Đại Mạch KD Ô TÔ tránh 65m 3Ty,6m,0,65.0,3 tỷ,Huyện Đông Anh,"Đường Quốc lộ 23B, Xã Đại Mạch, Huyện Đông Anh, Hà Nội",05/05/2023
7410,"Bán đất Sắp Mai Võng La, KD, thông, Ô TÔ tránh 69m 3.75 tỷ",8m,0,69.0,"3,75 tỷ",Huyện Đông Anh,"Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7411,Bán Đất Hải Bối Đông Anh 236m Ô TÔ 6.3 Tỷ,3m,0,236.0,"6,3 tỷ",Huyện Đông Anh,"Xã Hải Bối, Huyện Đông Anh, Hà Nội",05/05/2023
7412,Bán Đất Vân Trì Vân Nội Ô TÔ 60m 2.1 Tỷ Đông Anh,4m,0,60.0,"2,1 tỷ",Huyện Đông Anh,"Đường Vân Trì, Xã Vân Nội, Huyện Đông Anh, Hà Nội",05/05/2023
7413,"Chỉ 8 tỷ Mảnh Đất 60m,MT5m KĐT Tây Nam Linh Đàm, Hoàng Mai Ô tô Vỉa Hè Kinh Doanh.",15m,1,60.0,8 tỷ,Quận Hoàng Mai,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7414,"Bán Mảnh Đất Xây Biệt Thự 285m MT12m KĐT Bán Đảo Linh Đàm Hoàng Mai 65,8tỷ View Hồ Kinh Do",20m,1,285.0,"65,8 tỷ",Quận Hoàng Mai,"Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7415,"Bán đất phố Bát Khối, 46 m2, MT 4,6 m, giá chỉ 2 tỷ.",3m,0,46.0,2 tỷ,Quận Long Biên,"Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",05/05/2023
7416,"💥 Đất vàng Chùa Bộc, Đống Đa, Vừa quy hoạch, 30m2 MT 4.5m, Siêu KD chỉ 18 Tỷ 💥",30m,0,30.0,18 tỷ,Quận Đống Đa,"Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",05/05/2023
7417,"💥 Bán Nhà, Đất Mặt phố Nguyễn Khánh Toàn, Cầu Giấy, 191m2 C4 MT 4.1m, Chỉ 52 Tỷ 💥",30m,1,191.0,52 tỷ,Quận Cầu Giấy,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",05/05/2023
7418,"💥 Bán nhà, đất Mặt phố Đốc Ngữ, Ba Đình, 165m2 2T MT 8.5m, Đối diện BV 354, Chỉ 54 Tỷ 💥",30m,1,165.0,54 tỷ,Quận Ba Đình,"Phố Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",05/05/2023
7419,"💥 Đất vàng Chùa Bộc, Đống Đa, Vừa quy hoạch, 40m2 MT 7.5m, Siêu KD chỉ 24 Tỷ 💥",30m,0,40.0,24 tỷ,Quận Đống Đa,"Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",05/05/2023
7420,"Bán mảnh đất có 1 không 2 tại phố Nguyễn Lân, Hồ Rùa MT 18x4.3m đường ô tô tránh nhau sđcc",20m,1,69.0,"11,6 tỷ",Quận Thanh Xuân,"Đường Nguyễn Lân, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",05/05/2023
